,coinbase_tx_id,reward,address
0,b3dc23e3b8840668069624a21dc448447037631d7ac56e2021bf837e4ee205a3,1268666470,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY
1,c029914742364e97feb21f907ba16034da1db701ba577065ef0a27439887cc71,1272775293,bc1qjl8uwezzlech723lpnyuza0h2cdkvxvh54v3dn
2,e764a787620c4c4c84ad9640ea32ad87c0310460da8ddf5b9c30ef9bfc922c3e,1262883426,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY
3,0a9926610bad3b75d4bddc6f3ed3be70e44414f96d4d2dae06f2eeddb764234c,1268452772,3DPNFXGoe8QGiEXEApQ3QtHb8wM15VCQU3
4,68e8f649cb7c9b3bb670199df6a619dba4988f11e7cd2a4612e8b70ce1c760a5,1278129281,1249HZzzG5YSi8juRXPXYopcCYBx3CQYW7
5,fd1dde0014865478da27fd11a996d24738ac9765f90206b6f674350e43131eca,1271393967,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY
6,b03c0290261a126e670907269f697b9ce6f283248ab621a35df34a42220bcc20,1257831407,1MvYASoHjqynMaMnP7SBmenyEWiLsTqoU6
7,c4c1b7476c9cd2b787d6cbd11243220b6c788d2f09120a6f922047cc31d474de,1257732367,147SwRQdpCfj5p8PnfsXV2SsVVpVcz3aPq
8,9c43b6e09ba7d0d5404625580cd34f7fa6896acd1bdbf3fc2d737e53dbd7994b,1275745597,1CK6KHY6MHgYvmRQ4PAafKYDrg1ejbH1cE
9,de10919a507d85dfbe35f16525b82478014bd5b2392fab54b9f0b38299aba79f,1326931749,3DPNFXGoe8QGiEXEApQ3QtHb8wM15VCQU3
10,c8ff98b1c4c5cfda0ed48d6e59b582b31a58bdfdf09c4c69b0e5f8bd0a4f928b,1284677730,bc1qjl8uwezzlech723lpnyuza0h2cdkvxvh54v3dn
11,4e312708223bc91643f27eb23b89daa409df615bb15674d853b389a02ffda8d5,1272015210,3DPNFXGoe8QGiEXEApQ3QtHb8wM15VCQU3
12,e5518bbc160dcbb20704945ac51d6804bb6dc8438b5e02207a98fda848f7e6f4,1272937609,1PJb6kLxZjUeq4fkKJ6ubDnEbx8ELJyRfc
13,80d022470bd501ab86aaa158eca319be682ab495320bc5e62ff7fb5895aa994f,1278725339,1CK6KHY6MHgYvmRQ4PAafKYDrg1ejbH1cE
14,77fdf7df23ea1dbc28af1ab79e11428ef9d4d3037e67451efe275d856c41212f,1274885453,18cBEMRxXHqzWWCxZNtU91F5sbUNKhL5PX
15,c793bc1c348e58451c055d2b82550e05d68d76cb43ecbcd2da3b8c1991a1e35c,1271337155,bc1qjl8uwezzlech723lpnyuza0h2cdkvxvh54v3dn
16,46156772d8eb2c2b44f9725d2e6043d19e2ee6211e57c3b55a02b9891441acf9,1274730416,18cBEMRxXHqzWWCxZNtU91F5sbUNKhL5PX
17,924c889f3ed18f189014f3be96010d88b256fa13b8e32a2473cd2595a1ad5009,1263775306,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY
18,2c32827b6dcda82202ebb03692d1e2e6e0132d33f1ef343b42e579e4dff80b06,1267346245,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY
19,4ce83aa55ac6d022f209565a7e94602048aaf5eeb660a2b9c680282a04163b11,1267944661,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY
20,41159aaf1df723d05f9f57c3e7300ce97db77f57e15f0beaa1140784fc65c217,1259258621,12dRugNcdxK39288NjcDV4GX7rMsKCGn6B
21,495a0e90fb0fa72f4aa2373f5e3d6dfdc7d06a37d33a3b1d522ec33a48cd141b,1257987417,1MvYASoHjqynMaMnP7SBmenyEWiLsTqoU6
22,809eed83b93ab3e0a1b2a0071f3c64c75aa42af6396e794ee701250cead58a3c,1259838091,1MvYASoHjqynMaMnP7SBmenyEWiLsTqoU6
23,4d0e842151f7534bfae1fd92757edd2afe7120b48b32c40ff5f229c8c53450ce,1258556056,3DPNFXGoe8QGiEXEApQ3QtHb8wM15VCQU3
24,28a19675b50b9f88fa2b3e274d8c2fd6165e9edc53f7ac0e5ea4704e0a2d5c6c,1260842444,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY
25,123e6f205dad2d7407a086052c620bb8aa1c8bd971ca0f5e37a9ec6b449286ca,0,6a2952534b424c4f434b3a1c548455bfc59940bed310e70d44d7438400025f7d8f02b191780d27001d5151
26,820a13b4cd94573c87072331d64b030a946a3adda9a19093a2d0eda3fa56ab8e,1254880307,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY
27,de8f7397539976fcaba806337c38f1b413230648347aea72f0f68f7c58a5bbec,1260546149,3DPNFXGoe8QGiEXEApQ3QtHb8wM15VCQU3
28,81f95a467e932e26799acebbbfd9e638a80c9414f015d170eb19068140df909c,1271118230,12dRugNcdxK39288NjcDV4GX7rMsKCGn6B
29,a3c8606390a8f1eeba351fc6b32b4573f5b825cc292bf7f5a1d1cdbf893e0909,1271204477,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY
30,81cb2310fa38403c1d6a8c7d9b3dce193ee536f39a4777dd33a16b3e5c19ca64,1265675639,1MUz4VMYui5qY1mxUiG8BQ1Luv6tqkvaiL
31,0de7aa025178902abdff835f6bebb03477a623d900d964f255062ce5c78964e7,1256318004,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY
32,6e90d4834d792363c230731ce10c8a9d381f9d05c4c1b2895633c9bf471a557d,1268726079,147SwRQdpCfj5p8PnfsXV2SsVVpVcz3aPq
33,bc2f8491229351ae3ae1d5e83ba6447640829ab24633a91a2f324ba55d9d6a78,1268421051,3Bmb9Jig8A5kHdDSxvDZ6eryj3AXd3swuJ
34,6b65dc9dd7960b68b936fae8a7b470c12127a221ec101591a30a5822c7622bcb,1260384072,39PVJ1sEVmFHJXjEG1D8kQa4Mk7f7jeMvA
35,e4ce89c9cbbefc5dd7a256809cdff7aa16005f5e8152515d37551f6dd72dadce,1250621836,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY
36,489c4e9dda90a529c2a8858a286dadd8a87a075e8f9b498f75262c3489691d07,1284225635,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY
37,5245af487c6ddf6a987f13b25257b9181261a9443182763a1248975425b2b071,1268749108,12dRugNcdxK39288NjcDV4GX7rMsKCGn6B
38,17d3c7cf9c84cd07302cc3d5177f3293f542dfb5a882278530b77772b332e69e,1268307072,bc1qjl8uwezzlech723lpnyuza0h2cdkvxvh54v3dn
39,43536fd168d12f99782444a3d015e4726343f5a4919845c5716118de90e93952,1277554258,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY
40,228ddd81f7ff74e7728557670cdf44a0d8e59794c60cf23775fce5d36c4fed63,1261712520,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY
41,7a49d4d6e04982d1a45205bda12d70529fbc18b8eefae904d2d956dca0fd877c,1272834796,bc1qjl8uwezzlech723lpnyuza0h2cdkvxvh54v3dn
42,70e350f2dc5c9fd503b37a81643112f6bbc47fb03f61f000f58bb48835e9c4c4,1267084823,147SwRQdpCfj5p8PnfsXV2SsVVpVcz3aPq
43,b17f336a9e62ea1f4ffffda34ebfa2796fd3202e30f0d89886e91e7ec44a2da6,1275862336,12dRugNcdxK39288NjcDV4GX7rMsKCGn6B
44,c7aa67485ddba02a97591a02a6a6ccb7f87f85351c67e78ad592493d8fd5ded1,1269454388,18cBEMRxXHqzWWCxZNtU91F5sbUNKhL5PX
45,32d4fab613f04870ff4958ead09a5ad785ec099b5899e30ffcf6d22034db8e53,1285406846,1MUz4VMYui5qY1mxUiG8BQ1Luv6tqkvaiL
46,5483053aa84f17f9000694d8419e2972d236676f59f4b60528886704acf352bc,1269595501,18cBEMRxXHqzWWCxZNtU91F5sbUNKhL5PX
47,8cae991f639ea806ae181c299513ba76ea374c280246774d51bdc4ad6229a063,1277885529,1MUz4VMYui5qY1mxUiG8BQ1Luv6tqkvaiL
48,5c33235b6e55cfdbf52d0fdae8ef932b7b69c0f5e7d817e3b594fb28d8f9d207,1269363569,1MUz4VMYui5qY1mxUiG8BQ1Luv6tqkvaiL
49,259b82b87dd5a5ac5ecd17127dd4ff25b5e9da7f638ae1b61b801672e823aa46,1267407547,3DPNFXGoe8QGiEXEApQ3QtHb8wM15VCQU3
50,6c2ed960a38661b333eba61db8ede109bea49c85c6a04ec44df4a1726f5e5e12,1283150963,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY
51,12e7dc217f59054e7b3e20cb42bb557255bac0def520750cbfbe510be7d9a220,1274067970,3GU9DTPj9YVtQwz3KihPhByesDqP1Ywpuc
52,12adb55ce2b3e36f7a425bac4635e03b3bce8e09d6ec97ac525a7a90daca3ca5,1265897270,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY
53,6f79bc85924b42788961326cd5affbb719be57b414bf9dc9df736e68ec3d30aa,1261744774,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY
54,2f045c76a4501f515a63fb8efa4a9b1dfa5193d185ec895c10fa19788233cc3e,1262631818,1CK6KHY6MHgYvmRQ4PAafKYDrg1ejbH1cE
55,2a3b19e11039bb9e8d8e4fa3642869c7bc0a9d2bd29a9b57153d0c64300902d3,1266284811,38u1srayb1oybVB43UWKBJsrwJbdHGtPx2
56,c8fd347a847b606de5972ddb502fcf7f188ed30df141ff29c8b9014ede45f47c,1263223038,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY
57,2ab7b76fada709c9d2e53790ca9a6478fa70e10287d9c81631fbd846020f3c9a,1264018752,147SwRQdpCfj5p8PnfsXV2SsVVpVcz3aPq
58,9789f8fde6e1e8e96313061721ca858b3bed17979c851beeb988c4648d529e37,1272575554,12dRugNcdxK39288NjcDV4GX7rMsKCGn6B
59,2e1caf84e833e8f8ee605e18758ab4fbbbabf939b9c272c4e920bbd66bb71336,1258163914,147SwRQdpCfj5p8PnfsXV2SsVVpVcz3aPq
60,c2c5f6114aa28a6e7c9c99a34e728c55979152b242f1e46d75dce38075c05ea3,1268505424,bc1qjl8uwezzlech723lpnyuza0h2cdkvxvh54v3dn
61,8c1724678d166e8f5ca4042e601516a9af61071ffdca048e0c84e505341bffed,1255076892,1NsQ9zhEVpS5Nj7xUbJmW4eFRRrXm8o8M7
62,f20585ebe8dcad932eb91c57324c33ad20f0073a837b6ab54caafcba4aba04b5,1266355989,1CK6KHY6MHgYvmRQ4PAafKYDrg1ejbH1cE
63,53bc7e7f5f09fee2f2b4d37d1bbaf6bfbad6d851f4a3fba7ccd2f9de2c39fa66,1255842581,1CK6KHY6MHgYvmRQ4PAafKYDrg1ejbH1cE
64,f31d610261833523741c86966b6846b75811af02cdb4b73b5e076e252f06c40b,1264837322,3DRqFYMG2dFpVb8uTpCu8WoBhRBQ2FCphb
65,d4d8de6e2e1d92dfd4b87d29cd120cf5329cd9a54c74b0c5b81e4d473cf55b40,1260579895,3DPNFXGoe8QGiEXEApQ3QtHb8wM15VCQU3
